34476	41430	41430	41430	49038	49038	49038	49038	49038	49038	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	53228	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	54884	55388	55388	55388	55388	55388	55388	55388	55388	55388	55388	55388	55388	55388	55388	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57286	57904	57904	57904	57904	57904	57904	57904	57904	57904	57904	57904	57904	57904	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	58632	
28716	32935	32935	38319	38319	38319	38319	38319	38319	38319	38319	38319	38319	38319	38319	38319	38319	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39436	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	39612	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	40413	42127	42127	42127	42127	42127	42127	42127	42127	42127	42127	42127	42127	42127	46031	46031	46031	46031	46031	46031	46031	46031	
27437	27437	28205	28828	34366	34366	38837	38837	38837	38837	38837	38837	38837	38837	38837	38837	38837	38837	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43720	43822	43822	43822	43822	44517	44517	44517	44517	44517	44517	44517	44517	44517	46223	46223	46223	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	49271	50073	50073	50073	50073	50073	50073	50073	50073	50073	50073	50073	50073	50250	50250	50250	50250	50250	50250	50250	50250	
21080	28767	33624	36134	36134	36134	36134	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	39572	41471	41471	41471	41471	41471	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	41970	48102	48102	48102	48102	48102	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	48116	49270	49270	49270	49270	49270	49270	49270	49270	49270	49270	49270	49270	50308	50308	50308	50308	50819	50819	50819	50819	50819	50819	50819	50819	50819	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	55167	
