3.849582499999999527e+03,4.064164999999999964e+03,4.278747499999999491e+03
1.044179999999999836e+03,1.125359999999999900e+03,1.206539999999999964e+03
7.349024999999999181e+02,9.178049999999999500e+02,1.100707499999999982e+03
6.239299999999999500e+02,7.298599999999999000e+02,8.357899999999999636e+02
4.482274999999999636e+02,5.494549999999999272e+02,6.506824999999998909e+02
3.413400000000000318e+02,4.066800000000000068e+02,4.720199999999999818e+02
3.069375000000000000e+02,3.378750000000000000e+02,3.688125000000000000e+02
2.500849999999999795e+02,2.911700000000000159e+02,3.322549999999999955e+02
2.130874999999999773e+02,2.291750000000000114e+02,2.452625000000000171e+02
1.704049999999999727e+02,1.798100000000000023e+02,1.892150000000000034e+02
1.403750000000000000e+02,1.527500000000000000e+02,1.651250000000000000e+02
1.284950000000000045e+02,1.289900000000000091e+02,1.294850000000000136e+02
1.067324999999999875e+02,1.084650000000000034e+02,1.101975000000000051e+02
1.067324999999999875e+02,1.084650000000000034e+02,1.101975000000000051e+02
1.067324999999999875e+02,1.084650000000000034e+02,1.101975000000000051e+02
9.596999999999999886e+01,9.893999999999999773e+01,1.019099999999999966e+02
8.749500000000000455e+01,8.799000000000000909e+01,8.848499999999999943e+01
7.646500000000000341e+01,7.993000000000000682e+01,8.339499999999999602e+01
6.998999999999999488e+01,7.097999999999998977e+01,7.196999999999999886e+01
6.998999999999999488e+01,7.097999999999998977e+01,7.196999999999999886e+01
5.396000000000000085e+01,5.792000000000000171e+01,6.187999999999999545e+01
4.618750000000000000e+01,5.237500000000000000e+01,5.856250000000000000e+01
4.395999999999999375e+01,4.792000000000000171e+01,5.188000000000000256e+01
3.274249999999999972e+01,3.348499999999999943e+01,3.422749999999999915e+01
3.274249999999999972e+01,3.348499999999999943e+01,3.422749999999999915e+01
2.296000000000000085e+01,2.692000000000000171e+01,3.087999999999999901e+01
2.296000000000000085e+01,2.692000000000000171e+01,3.087999999999999901e+01
2.196999999999999886e+01,2.494000000000000128e+01,2.791000000000000014e+01
1.670250000000000057e+01,2.140500000000000114e+01,2.610749999999999815e+01
1.571249999999999858e+01,1.942500000000000071e+01,2.313749999999999929e+01
1.472250000000000014e+01,1.744500000000000028e+01,2.016749999999999687e+01
1.472250000000000014e+01,1.744500000000000028e+01,2.016749999999999687e+01
1.472250000000000014e+01,1.744500000000000028e+01,2.016749999999999687e+01
1.072250000000000014e+01,1.344500000000000028e+01,1.616749999999999687e+01
9.980000000000000426e+00,1.196000000000000085e+01,1.393999999999999950e+01
9.980000000000000426e+00,1.196000000000000085e+01,1.393999999999999950e+01
8.484999999999999432e+00,9.969999999999998863e+00,1.145500000000000007e+01
8.484999999999999432e+00,9.969999999999998863e+00,1.145500000000000007e+01
7.990000000000000213e+00,8.980000000000000426e+00,9.969999999999998863e+00
7.990000000000000213e+00,8.980000000000000426e+00,9.969999999999998863e+00
7.247500000000000497e+00,7.495000000000000107e+00,7.742499999999999716e+00
6.247499999999999609e+00,6.495000000000000107e+00,6.742499999999999716e+00
