36236	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	39193	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40180	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	40842	
27111	27981	27981	27981	30925	30925	30925	33014	33014	33014	33014	33014	37850	38132	38132	39290	39290	39290	39290	39290	39290	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	41181	
26517	27493	27493	27493	29921	29921	31562	31562	31562	31562	31562	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	38976	39065	39065	39065	39065	39263	39263	39263	39263	39263	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	40711	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	41095	
25136	36099	36099	36099	36099	36099	36931	36931	36931	36931	36931	36931	36931	36931	38759	38759	38759	38759	38759	38903	38903	38903	38903	38903	38903	38903	38903	38903	38903	38903	38903	38903	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39248	39429	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	40008	43360	43360	43360	43360	43360	43360	43360	43360	43360	43360	43360	43360	
35485	36886	36886	36886	36886	37887	37887	37887	37887	37915	37915	37915	37915	37915	37915	38359	38359	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	40013	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	41193	
37956	37956	37956	37956	37956	37956	37956	37956	37956	37956	37956	37956	39259	39259	39259	39259	39259	39259	39259	39259	39259	39259	39757	39757	39757	49682	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	54473	
30323	32394	32394	32394	32394	32394	32394	32394	32394	32838	32838	32838	32838	32838	32838	32838	32838	32838	32838	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	33271	34049	34049	34049	35290	35290	35290	35290	35290	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35300	35925	36095	36095	36095	36717	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	38550	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	39215	
25575	29118	29118	29118	30100	30100	31531	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	39890	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	40193	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	42685	
26192	28162	28373	28373	35282	35282	36322	36609	36609	36617	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	37225	39542	39542	39542	39542	39542	39542	39542	39542	39542	39542	39542	39542	39542	39542	39973	39973	39973	39973	39973	39973	39973	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	42474	
34847	35941	35941	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	41894	45205	45205	45205	45205	45205	45205	45758	46323	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	47580	48683	49559	49559	49559	49559	49559	50950	50950	50950	50950	50950	51968	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	56314	
