30410	30410	30410	34656	34656	34656	34656	34656	34656	34656	34656	34656	34656	34656	34656	34656	34656	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312	43312																																																																																																																																	
21779	32285	35162	35162	35992	35992	35992	35992	35992	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	36288	37645	37645	37645	37645	37645	37645	37645	37645	37645	37645	37645	37844	37844	37844	37844	37844	37844	37844	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39601	39715	39715	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232	42232																																																																																																																								
21461	25406	25406	27692	28467	28467	33087	33087	37173	37173	37173	37173	37173	37173	37173	44646	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	45160	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669	46669																																																																																																																																					
20678	25659	29442	29442	29442	29442	33965	33965	33965	33965	33965	36140	36140	36140	36140	36140	36140	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	39799	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661	44661																																																																																																																																	
27254	31321	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	45377	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922	46922																																																																																																																																					
29596	29944	29944	29944	31324	31324	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39169	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	39664	41420	41420	41420	41420	41420	41420	41420	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890	42890																																																																																																																																									
17162	30851	35224	35224	35224	35224	35267	35267	35267	35267	35267	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	38344	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988	39988																																																																																																																														
39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39173	39577	39577	39577	39577	39577	39577	39577	39577	39577	39577	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	41794	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869	42869																																																																																																																																														
18104	26949	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	37862	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39320	39902	39902	39902	39902	39902	39902	39902	39902	39902	39902	39902	39902	39902	40247	40247	40247	40247	40247	40247	40247	40247	40247	40247	40247	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253	42253																																																																																																																																	
23998	27990	33303	33303	34067	34067	34542	34542	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39113	39424	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	41275	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	42676	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489	48489																																																																																																																																		
