64287108.0	64287108.0	64287108.0	64287108.0	64287108.0	64287108.0	69351748.0	69351748.0	69351748.0	69351748.0	75375891.0	75375891.0	75375891.0	75375891.0	76562922.0	76562922.0	76562922.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	105159644.0	107199425.0	107199425.0	107199425.0	107199425.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	108064436.0	109044127.0	109044127.0	109044127.0	109044127.0	111025802.0	111025802.0	111025802.0	112278828.0	112278828.0	112278828.0	112278828.0	112278828.0	116053378.0	116053378.0	116053378.0	116053378.0	116053378.0	116053378.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	118520862.0	119529588.0	119529588.0	119529588.0	119529588.0	119529588.0	119529588.0	119647505.0	119647505.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0	121616232.0
31117136.0	41922776.0	81937435.0	81937435.0	81937435.0	81937435.0	81937435.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	82008735.0	86068370.0	86068370.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	102571801.0	108818880.0	108818880.0	108818880.0	108818880.0	108818880.0	108818880.0	108818880.0	117330558.0	117330558.0	117330558.0	117330558.0	117330558.0	117330558.0	117330558.0	117330558.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	123985190.0	124612200.0	124612200.0	132271630.0	132271630.0	132271630.0	132271630.0	132271630.0	132271630.0	132271630.0	132271630.0	132271630.0	134762530.0	134762530.0	134762530.0	134762530.0	134762530.0	134762530.0	134762530.0	134762530.0	135042070.0	135042070.0	136222140.0	136222140.0	136222140.0	136222140.0	136222140.0	136222140.0	136222140.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	137350730.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138125100.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138257690.0	138767060.0	138767060.0	138767060.0	138767060.0	138767060.0	138767060.0	138767060.0	139170690.0	139170690.0	139170690.0	139170690.0	139170690.0	139170690.0	139170690.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0	139192940.0
36003424.0	36003424.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	95352743.0	96715931.0	99202566.0	99202566.0	99202566.0	99202566.0	99202566.0	99202566.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	121075784.0	122816478.0	122816478.0	122816478.0	122816478.0	122816478.0	122816478.0	122816478.0	122816478.0	122816478.0	123124749.0	123124749.0	123124749.0	123124749.0	123124749.0	123124749.0	123124749.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123186893.0	123366904.0	123604404.0	123604404.0	123604404.0	123604404.0	123604404.0	123604404.0	123604404.0	123604404.0	124090637.0	124115302.0	124115302.0	124115302.0	124235847.0	124235847.0	124235847.0	124235847.0	124518726.0	124518726.0	124518726.0
45773774.0	56535361.0	56535361.0	56535361.0	56535361.0	59446093.0	59446093.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	79651610.0	86204932.0	86204932.0	86204932.0	86204932.0	86204932.0	86204932.0	86204932.0	86204932.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	92301400.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110090472.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	110742219.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111003403.0	111290624.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0	112549175.0
