0.00	342560.6123
1.00	592026.5125
31.42	321613.9776
61.83	242157.0816
92.25	334640.5781
122.67	340775.424
153.08	338277.0705
183.50	3602122.445
213.92	8818632.836
244.33	7247071.296
274.75	12113405.98
305.17	561990.751
335.58	249901.9776
366.00	46469.376
396.50	356494.6944
427.00	293474.1888
457.50	348797.9148
488.00	705319.6668
518.50	4973999.839
549.00	3783295.642
579.50	821208.8114
610.00	503389.5552
640.50	987515.8792
671.00	997453.7745
701.50	714567.0528
732.00	228849.185
762.42	317339.9424
792.83	383056.8192
823.25	327895.0235
853.67	365454.5966
884.08	544002.6054
914.50	159946.4448
944.92	134661.2563
975.33	210603.8016
1005.75	638773.4834
1036.17	288476.5564
1066.58	258478.7328
1097.00	380082.8532
1127.42	320208.4224
1157.83	370550.2464
1188.25	320622.0387
1218.67	191040.768
1249.08	3542332.218
1279.50	25095643.08
1309.92	8215946.682
1340.33	2207983.795
1370.75	12251592.69
1401.17	538645.025
1431.58	166084.992
1462.00	35060.22813
1492.42	237137.2416
1522.83	318946.2912
1553.25	247253.7228
1583.67	183388.0731
1614.08	306797.8157
1644.50	11612324.16
1674.92	8437439.604
1705.33	1201893.12
1735.75	916784.7143
1766.17	351240.7494
1796.58	159946.4448
1827.00	519740.8165
1857.40	263326.464
1887.80	390543.552
1918.20	286949.7848
1948.60	338104.7702
1979.00	483709.0065
2009.50	1061251.546
2040.00	559631.1948
2070.50	261576.6912
2101.00	543308.6183
2131.67	418390.9409
2162.33	169727.9616
2193.00	547999.9711
2223.20	299756.16
2253.40	262121.7024
2283.60	197564.2467
2313.80	376088.4617
2344.00	113980.4408
2374.50	116202.1248
2405.00	353128.3943
2435.50	16522.4448
2466.00	257385.9345
2496.67	363066.2895
2527.33	692393.7024
2558.00	358485.9747
2588.20	406062.0288
2618.40	332026.56
2648.60	171220.4965
2678.80	184033.4811
2709.00	2287298.193
2739.50	28928047.1
2770.00	3758883.951
2800.50	1356532.877
2831.00	311017.2573
2861.67	750921.7982
2892.33	214705.728
2923.00	612346.4547
2953.42	531471.9744
2983.83	480212.2368
3014.25	332225.503
3044.67	333122.7291
3075.08	9110995.72
3105.50	7201032.192
3135.92	1574906.558
3166.33	396710.784
3196.75	249113.6083
3227.17	99156.87639
3257.58	184787.4816
3288.00	520740.1579
3318.50	393957.0432
3349.00	347344.2432
3379.50	358430.4557
3410.00	619680.7018
3440.50	4303885.898
3471.00	16594988.66
3501.50	2945780.909
3532.00	804895.488
3562.50	469357.3533
3593.00	28231.3951
3623.50	74437.056
3654.00	202894.0676
3684.42	549572.0832
3714.83	682210.5984
3745.25	241174.3959
3775.67	145862.208
3806.08	881252.575
3836.50	188000.1792
3866.92	39279.66968
3897.33	36716.544
3927.75	135105.408
3958.17	224407.6676
3988.58	75641.8176
4019.00	278316.5853
4049.42	551207.1168
4079.83	464837.184
4110.25	338943.2981
4140.67	307337.1429
4171.08	11089441.9
4201.50	6593316.019
4231.92	16765340.28
4262.33	2159449.114
4292.75	538811.5819
4323.17	810493.6506
4353.58	888482.9952
4384.00	1594865.627
4414.42	651919.4496
4444.83	696180.096
4475.25	367369.0095
4505.67	459438.2949
4536.08	19760838.43
4566.50	12030491.17
4596.92	1368792.39
4627.33	1612630.771
4657.75	479100.9321
4688.17	668725.9665
4718.58	473614.7328
4749.00	412034.0191
4779.50	398489.2416
4810.00	231859.2384
4840.50	168888.6999
4871.00	147776.1766
4901.50	135438.5218
4932.00	128966.8608
4962.50	763358.047
4993.00	132409.0368
5023.50	267185.0323
5054.00	601686.8129
5084.50	269178.1632
5115.00	65123.74916
5145.42	126643.392
5175.83	29172.4416
5206.25	25066.81394
5236.67	22650.74743
5267.08	2916022.743
5297.50	13413442.75
5327.92	1281932.965
5358.33	429813.0432
5388.75	640439.0524
5419.17	467913.8601
5449.58	576306.3168
5480.00	705868.1559
5510.42	252340.1856
5540.83	362202.9696
5571.25	377640.0186
5601.67	232838.6194
5632.08	178382.4434
5662.50	28369.2672
5692.92	30924.06503
5723.33	556972.7616
5753.75	410312.9311
5784.17	633804.5357
5814.58	166113.6768
5845.00	334085.3884
5875.42	91619.2512
5905.83	48678.1056
5936.25	18820.93006
