3.422500000000000000e+02,3.775000000000000000e+02,4.030000000000000000e+02
3.287500000000000000e+02,3.495000000000000000e+02,3.715000000000000000e+02
3.147500000000000000e+02,3.360000000000000000e+02,3.602500000000000000e+02
3.110000000000000000e+02,3.245000000000000000e+02,3.512500000000000000e+02
3.047500000000000000e+02,3.215000000000000000e+02,3.460000000000000000e+02
3.010000000000000000e+02,3.180000000000000000e+02,3.412500000000000000e+02
2.957500000000000000e+02,3.150000000000000000e+02,3.322500000000000000e+02
2.847500000000000000e+02,3.140000000000000000e+02,3.292500000000000000e+02
2.787500000000000000e+02,3.100000000000000000e+02,3.242500000000000000e+02
2.780000000000000000e+02,3.050000000000000000e+02,3.222500000000000000e+02
2.777500000000000000e+02,3.040000000000000000e+02,3.155000000000000000e+02
2.745000000000000000e+02,3.015000000000000000e+02,3.142500000000000000e+02
2.725000000000000000e+02,2.995000000000000000e+02,3.140000000000000000e+02
2.710000000000000000e+02,2.975000000000000000e+02,3.132500000000000000e+02
2.707500000000000000e+02,2.950000000000000000e+02,3.110000000000000000e+02
2.697500000000000000e+02,2.925000000000000000e+02,3.102500000000000000e+02
2.697500000000000000e+02,2.870000000000000000e+02,3.060000000000000000e+02
2.687500000000000000e+02,2.870000000000000000e+02,3.060000000000000000e+02
2.680000000000000000e+02,2.845000000000000000e+02,3.040000000000000000e+02
2.675000000000000000e+02,2.840000000000000000e+02,3.022500000000000000e+02
2.660000000000000000e+02,2.830000000000000000e+02,3.010000000000000000e+02
2.660000000000000000e+02,2.820000000000000000e+02,2.980000000000000000e+02
2.650000000000000000e+02,2.815000000000000000e+02,2.972500000000000000e+02
2.637500000000000000e+02,2.810000000000000000e+02,2.970000000000000000e+02
2.630000000000000000e+02,2.805000000000000000e+02,2.962500000000000000e+02
2.630000000000000000e+02,2.805000000000000000e+02,2.960000000000000000e+02
2.630000000000000000e+02,2.795000000000000000e+02,2.950000000000000000e+02
2.630000000000000000e+02,2.785000000000000000e+02,2.950000000000000000e+02
2.627500000000000000e+02,2.760000000000000000e+02,2.892500000000000000e+02
2.627500000000000000e+02,2.760000000000000000e+02,2.890000000000000000e+02
2.627500000000000000e+02,2.760000000000000000e+02,2.890000000000000000e+02
2.627500000000000000e+02,2.760000000000000000e+02,2.890000000000000000e+02
2.620000000000000000e+02,2.745000000000000000e+02,2.890000000000000000e+02
2.617500000000000000e+02,2.745000000000000000e+02,2.882500000000000000e+02
2.610000000000000000e+02,2.735000000000000000e+02,2.882500000000000000e+02
2.610000000000000000e+02,2.720000000000000000e+02,2.870000000000000000e+02
2.610000000000000000e+02,2.710000000000000000e+02,2.862500000000000000e+02
2.607500000000000000e+02,2.710000000000000000e+02,2.852500000000000000e+02
2.607500000000000000e+02,2.710000000000000000e+02,2.852500000000000000e+02
2.607500000000000000e+02,2.710000000000000000e+02,2.850000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.840000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.840000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.840000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.840000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.815000000000000000e+02
2.600000000000000000e+02,2.700000000000000000e+02,2.815000000000000000e+02
2.597500000000000000e+02,2.695000000000000000e+02,2.800000000000000000e+02
2.587500000000000000e+02,2.685000000000000000e+02,2.792500000000000000e+02
2.587500000000000000e+02,2.685000000000000000e+02,2.782500000000000000e+02
2.587500000000000000e+02,2.685000000000000000e+02,2.782500000000000000e+02
2.587500000000000000e+02,2.685000000000000000e+02,2.782500000000000000e+02
2.587500000000000000e+02,2.685000000000000000e+02,2.782500000000000000e+02
2.575000000000000000e+02,2.680000000000000000e+02,2.780000000000000000e+02
2.575000000000000000e+02,2.680000000000000000e+02,2.780000000000000000e+02
2.575000000000000000e+02,2.680000000000000000e+02,2.772500000000000000e+02
2.575000000000000000e+02,2.680000000000000000e+02,2.772500000000000000e+02
2.575000000000000000e+02,2.680000000000000000e+02,2.762500000000000000e+02
2.545000000000000000e+02,2.660000000000000000e+02,2.750000000000000000e+02
2.545000000000000000e+02,2.660000000000000000e+02,2.750000000000000000e+02
2.545000000000000000e+02,2.660000000000000000e+02,2.750000000000000000e+02
