2.588825000000000000e+04,2.957650000000000000e+04,3.294100000000000000e+04
2.798575000000000000e+04,3.120800000000000000e+04,3.547700000000000000e+04
2.964000000000000000e+04,3.294600000000000000e+04,3.692250000000000000e+04
3.087550000000000000e+04,3.412100000000000000e+04,3.755375000000000000e+04
3.137025000000000000e+04,3.504800000000000000e+04,3.809325000000000000e+04
3.265300000000000000e+04,3.564950000000000000e+04,3.876900000000000000e+04
3.301250000000000000e+04,3.608150000000000000e+04,3.893725000000000000e+04
3.356300000000000000e+04,3.717600000000000000e+04,3.932950000000000000e+04
3.412550000000000000e+04,3.759600000000000000e+04,3.943875000000000000e+04
3.412550000000000000e+04,3.797500000000000000e+04,3.993925000000000000e+04
3.435325000000000000e+04,3.823300000000000000e+04,4.003125000000000000e+04
3.523450000000000000e+04,3.829600000000000000e+04,4.006725000000000000e+04
3.529800000000000000e+04,3.830950000000000000e+04,4.012250000000000000e+04
3.550000000000000000e+04,3.841550000000000000e+04,4.050800000000000000e+04
3.732400000000000000e+04,3.887050000000000000e+04,4.066175000000000000e+04
3.732400000000000000e+04,3.894850000000000000e+04,4.100400000000000000e+04
3.743450000000000000e+04,3.903150000000000000e+04,4.128775000000000000e+04
3.774975000000000000e+04,3.905200000000000000e+04,4.128775000000000000e+04
3.805925000000000000e+04,3.923100000000000000e+04,4.159625000000000000e+04
3.813475000000000000e+04,3.934150000000000000e+04,4.202525000000000000e+04
3.814075000000000000e+04,3.936350000000000000e+04,4.224450000000000000e+04
3.820675000000000000e+04,3.943800000000000000e+04,4.284650000000000000e+04
3.853125000000000000e+04,3.951450000000000000e+04,4.350900000000000000e+04
3.862700000000000000e+04,3.966650000000000000e+04,4.443100000000000000e+04
3.866500000000000000e+04,3.966650000000000000e+04,4.486550000000000000e+04
3.889675000000000000e+04,3.984400000000000000e+04,4.499150000000000000e+04
3.896150000000000000e+04,3.998800000000000000e+04,4.539725000000000000e+04
3.897550000000000000e+04,4.006550000000000000e+04,4.555925000000000000e+04
3.899575000000000000e+04,4.009400000000000000e+04,4.555925000000000000e+04
3.902575000000000000e+04,4.016500000000000000e+04,4.555925000000000000e+04
3.904400000000000000e+04,4.022450000000000000e+04,4.684850000000000000e+04
3.910225000000000000e+04,4.037700000000000000e+04,4.684850000000000000e+04
3.918850000000000000e+04,4.037700000000000000e+04,4.684850000000000000e+04
3.924575000000000000e+04,4.052550000000000000e+04,4.686500000000000000e+04
3.933450000000000000e+04,4.062250000000000000e+04,4.763600000000000000e+04
3.933525000000000000e+04,4.076250000000000000e+04,4.763600000000000000e+04
3.934225000000000000e+04,4.081650000000000000e+04,4.763925000000000000e+04
3.940550000000000000e+04,4.083300000000000000e+04,4.833125000000000000e+04
3.945075000000000000e+04,4.099800000000000000e+04,4.851675000000000000e+04
3.951425000000000000e+04,4.099800000000000000e+04,4.851675000000000000e+04
3.955075000000000000e+04,4.119550000000000000e+04,4.851675000000000000e+04
3.955075000000000000e+04,4.156850000000000000e+04,4.874950000000000000e+04
3.958800000000000000e+04,4.190700000000000000e+04,4.935125000000000000e+04
3.973900000000000000e+04,4.259550000000000000e+04,4.959925000000000000e+04
3.973900000000000000e+04,4.272600000000000000e+04,4.969450000000000000e+04
3.976400000000000000e+04,4.281750000000000000e+04,4.969450000000000000e+04
3.990075000000000000e+04,4.281750000000000000e+04,5.084175000000000000e+04
3.990175000000000000e+04,4.303800000000000000e+04,5.084175000000000000e+04
3.990175000000000000e+04,4.370850000000000000e+04,5.084175000000000000e+04
3.996575000000000000e+04,4.422750000000000000e+04,5.095100000000000000e+04
3.996575000000000000e+04,4.455500000000000000e+04,5.095100000000000000e+04
4.000575000000000000e+04,4.455500000000000000e+04,5.108400000000000000e+04
4.004275000000000000e+04,4.477900000000000000e+04,5.154375000000000000e+04
4.004275000000000000e+04,4.477900000000000000e+04,5.186400000000000000e+04
4.011675000000000000e+04,4.487350000000000000e+04,5.186400000000000000e+04
4.012650000000000000e+04,4.495600000000000000e+04,5.186400000000000000e+04
4.023425000000000000e+04,4.507900000000000000e+04,5.230975000000000000e+04
4.026200000000000000e+04,4.523300000000000000e+04,5.230975000000000000e+04
4.026200000000000000e+04,4.564150000000000000e+04,5.265600000000000000e+04
4.039400000000000000e+04,4.583450000000000000e+04,5.265600000000000000e+04
4.039400000000000000e+04,4.583450000000000000e+04,5.265600000000000000e+04
4.048600000000000000e+04,4.607100000000000000e+04,5.284000000000000000e+04
4.048600000000000000e+04,4.614500000000000000e+04,5.284000000000000000e+04
4.050575000000000000e+04,4.614500000000000000e+04,5.293875000000000000e+04
4.082975000000000000e+04,4.629350000000000000e+04,5.293875000000000000e+04
4.092050000000000000e+04,4.629350000000000000e+04,5.304475000000000000e+04
4.106125000000000000e+04,4.652250000000000000e+04,5.306925000000000000e+04
4.106125000000000000e+04,4.652250000000000000e+04,5.306925000000000000e+04
4.106125000000000000e+04,4.681450000000000000e+04,5.306925000000000000e+04
4.158675000000000000e+04,4.697000000000000000e+04,5.316650000000000000e+04
4.201400000000000000e+04,4.724650000000000000e+04,5.351350000000000000e+04
4.217350000000000000e+04,4.784650000000000000e+04,5.422475000000000000e+04
4.217350000000000000e+04,4.827750000000000000e+04,5.435025000000000000e+04
4.217350000000000000e+04,4.841200000000000000e+04,5.446125000000000000e+04
4.217350000000000000e+04,4.857650000000000000e+04,5.446125000000000000e+04
4.217350000000000000e+04,4.857650000000000000e+04,5.446125000000000000e+04
4.217350000000000000e+04,4.857650000000000000e+04,5.446125000000000000e+04
