0.00	50084.67831
1.00	60090.69102
31.42	32643.81873
61.83	24578.94378
92.25	33966.01867
122.67	34588.70554
153.08	34335.12265
183.50	365615.4281
213.92	895091.2329
244.33	735577.7365
274.75	1229510.707
305.17	57042.06122
335.58	25365.05073
366.00	4716.641664
396.50	36184.21148
427.00	29787.63016
457.50	35402.98836
488.00	71589.94618
518.50	504860.9837
549.00	384004.5076
579.50	83352.69435
610.00	51094.03985
640.50	100232.8617
671.00	101241.5581
701.50	72528.55586
732.00	23228.19228
762.42	32210.00415
792.83	38880.26715
823.25	33281.34488
853.67	37093.64155
884.08	55216.26445
914.50	16234.56415
944.92	13668.11751
975.33	21376.28586
1005.75	64835.50856
1036.17	29280.37047
1066.58	26235.59138
1097.00	38578.4096
1127.42	32501.15487
1157.83	37610.85001
1188.25	32543.13693
1218.67	19390.63795
1249.08	359546.7201
1279.50	2547207.773
1309.92	833918.5882
1340.33	224110.3552
1370.75	1243536.658
1401.17	54672.47004
1431.58	16857.62669
1462.00	3558.613155
1492.42	24069.43002
1522.83	32373.04856
1553.25	25096.25287
1583.67	18613.88942
1614.08	31139.9783
1644.50	1178650.902
1674.92	856400.1198
1705.33	121992.1517
1735.75	93053.6485
1766.17	35650.93607
1796.58	16234.56415
1827.00	52753.69288
1857.40	26727.6361
1887.80	39640.17053
1918.20	29125.40315
1948.60	34317.63418
1979.00	49096.46415
2009.50	107717.0319
2040.00	56802.56628
2070.50	26550.03416
2101.00	55145.82476
2131.67	42466.6805
2162.33	17227.3881
2193.00	55621.99707
2223.20	30425.25024
2253.40	26605.35279
2283.60	20052.77104
2313.80	38172.97886
2344.00	11569.01474
2374.50	11794.51567
2405.00	35842.53202
2435.50	1677.028147
2466.00	26124.67235
2496.67	36851.22839
2527.33	70277.96079
2558.00	36386.32643
2588.20	41215.29592
2618.40	33700.69584
2648.60	17378.8804
2678.80	18679.39834
2709.00	232160.7665
2739.50	2936196.781
2770.00	381526.7211
2800.50	137688.087
2831.00	31568.25161
2861.67	76218.56252
2892.33	21792.63139
2923.00	62153.16515
2953.42	53944.4054
2983.83	48741.54204
3014.25	33720.88855
3044.67	33811.95701
3075.08	924766.0656
3105.50	730904.7675
3135.92	159853.0156
3166.33	40266.14458
3196.75	25285.03124
3227.17	10064.42295
3257.58	18755.92938
3288.00	52855.12603
3318.50	39986.63988
3349.00	35255.44068
3379.50	36380.69126
3410.00	62897.59123
3440.50	436844.4187
3471.00	1684391.349
3501.50	298996.7623
3532.00	81696.89203
3562.50	47639.77136
3593.00	2865.486602
3623.50	7555.361184
3654.00	20593.74786
3684.42	55781.56644
3714.83	69244.37574
3745.25	24479.20118
3775.67	14805.01411
3806.08	89447.13636
3836.50	19082.01819
3866.92	3986.886472
3897.33	3726.729216
3927.75	13713.19891
3958.17	22777.37826
3988.58	7677.644486
4019.00	28249.13341
4049.42	55947.52236
4079.83	47180.97418
4110.25	34402.74475
4140.67	31194.72
4171.08	1125578.352
4201.50	669221.5759
4231.92	1701682.039
4262.33	219184.085
4292.75	54689.37557
4323.17	82265.10553
4353.58	90181.02401
4384.00	161878.8611
4414.42	66169.82413
4444.83	70662.27974
4475.25	37287.95447
4505.67	46632.98693
4536.08	2005725.101
4566.50	1221094.854
4596.92	138932.4276
4627.33	163682.0233
4657.75	48628.74461
4688.17	67875.68559
4718.58	48071.89538
4749.00	41821.45294
4779.50	40446.65802
4810.00	23533.7127
4840.50	17142.20304
4871.00	14999.28192
4901.50	13747.00996
4932.00	13090.13637
4962.50	77480.84177
4993.00	13439.51724
5023.50	27119.28077
5054.00	61071.21151
5084.50	27321.58356
5115.00	6610.06054
5145.42	12854.30429
5175.83	2961.002822
5206.25	2544.281614
5236.67	2299.050864
5267.08	295976.3084
5297.50	1361464.439
5327.92	130116.196
5358.33	43626.02388
5388.75	65004.56382
5419.17	47493.2568
5449.58	58495.09116
5480.00	71645.61782
5510.42	25612.52884
5540.83	36763.60141
5571.25	38330.46189
5601.67	23633.11987
5632.08	18105.818
5662.50	2879.480621
5692.92	3138.792601
5723.33	56532.7353
5753.75	41646.76251
5784.17	64331.16038
5814.58	16860.5382
5845.00	33909.66692
5875.42	9299.353997
5905.83	4940.827718
5936.25	1910.324402
5966.67	5359.252896
5997.08	3336.023734
6027.50	26852.83091
6057.92	97846.36503
6088.33	122134.8155
6118.75	235617.9465
6149.17	51618.20507
6179.58	15736.69642
6210.00	47594.68996
6240.50	41357.95978
6271.00	25982.29025
6301.50	28333.66104
6332.00	22297.12531
6362.50	14673.99629
6393.00	6239.35993
6423.50	42151.11069
6454.00	20811.45347
6484.50	49657.16409
6515.00	10678.65705
6545.50	15299.97034
6576.00	48290.6341
6606.42	13372.55257
6636.83	18025.14108
6667.25	9562.892358
6697.67	12412.37909
6728.08	261877.8631
6758.50	264260.0395
6788.92	37840.20164
6819.33	52878.79377
6849.75	1433458.968
6880.17	1318890.221
6910.58	437733.4615
6941.00	57185.75819
6971.42	27106.13203
7001.83	22194.41939
7032.25	12913.00403
7062.67	9040.229856
7093.08	1123718.745
7123.50	2283026.344
7153.92	790984.1882
7184.33	65817.53176
7214.75	502096.9302
7245.17	71237.06762
7275.58	22904.82714
7306.00	86125.20056
7336.42	95081.09063
7366.83	54983.81347
7397.25	29584.66994
7427.67	29182.66056
7458.08	1481338.235
7488.50	3428244.409
7518.92	2878799.704
7549.33	649044.8311
7579.75	220800.2533
7610.17	63928.24535
7640.58	21012.34746
7671.00	93687.60572
7701.50	68429.15372
7732.00	40752.36628
7762.50	30601.81906
7793.00	410356.8605
